d1_1,d1_2,d1_3
910.464,94.989,1.168
904.551,94.969,1.259
906.479,94.961,1.171
899.188,94.987,1.111
899.847,95,1.107
910.683,95.004,1.125
908.277,95.009,1.094
909.185,95.025,1.178
904.052,95.004,1.261
895.214,94.986,1.3
900.397,94.991,1.244
905.33,94.999,1.261
906.229,95.011,1.267
898.739,95.013,1.29
897.561,95.013,1.367
899.558,94.985,1.439
899.648,94.994,1.432
900.377,95.012,1.331
899.588,95.02,1.287
893.027,95.011,1.342
889.541,94.995,1.386
897.79,94.975,1.56
899.069,94.963,1.618
900.716,94.98,1.624
897.141,94.974,1.676
901.076,94.974,1.77
906.738,94.963,1.758
900.726,94.978,1.819
905.979,94.973,1.844
906.948,94.972,1.848
906.838,94.972,1.816
906.259,94.964,1.706
906.509,94.95,1.702
903.703,94.952,1.665
905.72,94.942,1.734
912.042,94.944,1.86
913.21,94.947,1.81
915.497,94.972,1.844
909.175,94.969,1.824
902.564,94.956,1.902
899.508,94.939,1.741
910.703,94.952,1.717
908.037,94.975,1.644
908.476,94.99,1.641
906.619,94.981,1.561
903.603,94.976,1.415
901.855,94.976,1.31
902.035,94.981,1.198
903.383,94.98,1.313
914.408,94.986,1.262
909.055,94.983,1.381
907.128,94.974,1.468
907.398,94.97,1.654
911.412,94.958,1.606
908.237,94.982,1.468
910.753,94.976,1.604
914.319,94.962,1.712
903.583,94.945,1.786
916.995,94.948,1.871
913.709,94.938,1.9
914.678,94.943,1.935
913.45,94.926,1.851
905.79,94.916,1.755
912.93,94.885,1.74
911.352,94.906,1.694
914.398,94.947,1.546
907.717,94.933,1.52
897.81,94.894,1.653
906.489,94.888,1.779
906.798,94.894,1.595
914.209,94.921,1.392
917.934,94.94,1.363
920.48,94.972,1.342
915.966,94.97,1.4
916.126,94.968,1.351
911.712,94.942,1.337
922.568,94.932,1.316
916.635,94.953,1.235
918.183,94.968,1.287
915.687,94.951,1.229
917.534,94.973,1.271
924.585,94.993,1.139
928.09,95.006,1.081
921.209,94.979,1.296
919.322,94.945,1.316
919.242,94.936,1.215
932.235,94.962,1.139
929.339,94.971,1.071
928.23,94.996,1.079
922.797,94.968,1.25
923.836,94.933,1.279
930.987,94.94,1.311
924.705,94.951,1.319
923.167,94.949,1.386
919.002,94.92,1.412
918.084,94.921,1.386
923.586,94.935,1.313
920.091,94.951,1.192
919.971,94.964,1.16
916.566,94.958,1.149
928.48,94.958,1.206
925.674,94.964,1.134
924.345,94.981,1.119
921.629,94.962,1.104
914.688,94.939,1.062
916.845,94.936,1.061
918.693,94.963,0.988
918.872,94.975,0.986
920.281,94.974,1.021
914.588,94.948,1.145
909.065,94.923,1.305
907.428,94.903,1.305
908.886,94.882,1.406
907.827,94.905,1.427
905.221,94.898,1.45
915.028,94.901,1.406
905.28,94.905,1.441
915.936,94.909,1.509
908.656,94.888,1.477
904.981,94.895,1.5
905.59,94.869,1.54
905.161,94.86,1.441
905.25,94.865,1.427
905.36,94.887,1.361
904.601,94.878,1.438
904.571,94.864,1.439
903.693,94.865,1.39
895.843,94.863,1.424
894.984,94.839,1.598
895.713,94.827,1.651
896.442,94.831,1.651
894.555,94.847,1.612
891.309,94.84,1.799
894.505,94.813,1.786
891.119,94.806,1.709
889.821,94.81,1.624
887.104,94.8,1.65
894.225,94.791,1.638
886.825,94.811,1.589
886.425,94.808,1.596
881.262,94.805,1.702
888.612,94.819,1.685
886.345,94.803,1.648
885.966,94.814,1.667
879.784,94.822,1.627
879.834,94.828,1.664
881.651,94.839,1.659
882.011,94.851,1.622
885.586,94.872,1.572
882.79,94.889,1.511
878.486,94.871,1.5
875.09,94.853,1.538
881.142,94.855,1.461
883.849,94.876,1.384
883.15,94.892,1.377
872.863,94.89,1.358
871.535,94.87,1.409
871.016,94.854,1.462
865.762,94.854,1.41
861.878,94.854,1.462
860.18,94.841,1.508
860.879,94.842,1.541
862.507,94.86,1.546
867.64,94.864,1.487
861.828,94.871,1.425
859.65,94.877,1.468
865.273,94.86,1.442
860.04,94.876,1.436
861.358,94.888,1.442
853.948,94.873,1.462
854.777,94.858,1.52
844.4,94.837,1.494
842.143,94.837,1.596
848.066,94.821,1.581
841.245,94.844,1.496
849.823,94.865,1.496
848.146,94.862,1.511
845.679,94.847,1.522
845.819,94.863,1.529
846.967,94.863,1.554
852.22,94.861,1.567
846.398,94.873,1.496
838.089,94.864,1.573
827.563,94.833,1.67
828.012,94.811,1.769
830.978,94.801,1.732
824.577,94.822,1.696
829.2,94.832,1.735
824.936,94.827,1.779
818.075,94.817,1.802
831.228,94.823,1.828
826.624,94.845,1.703
835.113,94.879,1.628
836.371,94.882,1.619
830.499,94.877,1.595
828.691,94.865,1.703
828.931,94.842,1.686
832.696,94.849,1.725
838.788,94.845,1.708
840.705,94.85,1.749
835.512,94.838,1.787
836.441,94.827,1.854
834.723,94.818,1.883
830.189,94.805,1.95
833.515,94.8,1.972
829.85,94.797,2.005
838.778,94.804,1.941
834.553,94.83,1.873
833.575,94.838,1.865
833.145,94.833,1.856
834.004,94.836,1.854
832.177,94.828,1.897
831.667,94.812,2.054
826.664,94.768,2.149
835.482,94.741,2.256
829.55,94.726,2.152
827.952,94.774,2.123
828.132,94.778,2.133
831.378,94.751,2.066
829.011,94.759,1.992
818.974,94.766,1.952
823.628,94.765,1.96
830.778,94.765,1.842
824.437,94.8,1.783
825.665,94.793,1.848
822.339,94.761,1.865
811.883,94.746,1.94
811.643,94.731,2.013
812.852,94.726,1.981
813.91,94.76,1.905
814.54,94.763,1.956
813.062,94.74,1.989
814.16,94.732,1.993
813.511,94.744,1.953
813.391,94.76,1.949
804.862,94.754,1.996
805.272,94.731,2.063
801.577,94.713,2.062
804.303,94.739,1.976
797.911,94.759,1.955
797.083,94.756,1.995
797.572,94.748,1.993
798.111,94.763,1.92
798.94,94.777,1.871
797.642,94.772,1.906
797.133,94.778,1.877
797.772,94.793,1.857
798.101,94.796,1.886
798.411,94.791,1.955
798.181,94.772,1.975
797.902,94.759,2.037
797.312,94.747,2.045
796.733,94.743,2.101
803.514,94.755,2.126
810.415,94.776,2.001
813.891,94.816,1.921
811.683,94.821,1.892
813.301,94.832,1.929
813.052,94.825,1.973
812.293,94.809,2.025
808.877,94.802,2.121
808.478,94.786,2.156
807.399,94.788,2.149
809.606,94.794,2.066
804.203,94.815,2.108
803.574,94.797,2.094
812.672,94.822,2.021
810.165,94.842,1.886
806.77,94.857,1.926
805.402,94.858,2.019
794.336,94.832,2.056
791.081,94.825,2.109
782.412,94.816,2.161
791.31,94.844,2.118
791.12,94.886,2.056
790.162,94.892,2.085
794.496,94.874,2.138
800.059,94.87,2.072
800.338,94.894,2.137
796.793,94.866,2.153
791.939,94.856,2.24
791.57,94.839,2.263
792.728,94.838,2.289
787.425,94.835,2.333
793.108,94.83,2.358
796.403,94.825,2.306
798.92,94.863,2.259
799.33,94.865,2.22
799.06,94.869,2.225
790.551,94.855,2.248
787.405,94.839,2.31
787.056,94.822,2.335
787.875,94.831,2.312
789.712,94.852,2.257
788.724,94.86,2.239
786.766,94.849,2.283
783.58,94.855,2.269
790.581,94.884,2.219
784.689,94.887,2.172
787.735,94.896,2.133
780.994,94.895,2.077
771.496,94.883,2.173
782.991,94.868,2.172
781.124,94.886,2.109
778.657,94.907,2.228
774.852,94.875,2.285
778.677,94.871,2.404
779.905,94.862,2.341
774.532,94.88,2.396
773.693,94.849,2.48
774.402,94.825,2.509
783.53,94.843,2.477
778.287,94.87,2.41
779.486,94.877,2.466
777.099,94.854,2.454
767.811,94.845,2.524
765.684,94.832,2.594
760.271,94.807,2.59
756.536,94.811,2.631
753.021,94.785,2.686
743.743,94.775,2.69
745.74,94.779,2.706
744.022,94.781,2.678
739.428,94.784,2.695
731.129,94.761,2.8
724.818,94.733,2.921
719.724,94.7,2.959
716.029,94.699,2.977
717.327,94.718,2.991
714.371,94.763,2.794
713.492,94.808,2.733
709.338,94.801,2.597
709.607,94.805,2.718
709.298,94.775,2.738
709.807,94.768,2.719
708.948,94.762,2.744
708.689,94.775,2.744
707.88,94.785,2.701
698.902,94.767,2.745
704.334,94.759,2.71
705.323,94.791,2.574
706.392,94.809,2.5
706.102,94.802,2.445
708.03,94.819,2.378
718.895,94.866,2.33
720.993,94.881,2.227
723.969,94.89,2.239
722.571,94.88,2.294
723.07,94.856,2.382
724.578,94.84,2.451
726.395,94.828,2.405
729.222,94.84,2.356
726.545,94.833,2.291
722.92,94.824,2.263
716.009,94.827,2.248
718.266,94.838,2.173
716.179,94.866,2.059
717.367,94.879,2.118
719.894,94.868,2.111
723.469,94.881,2.062
725.966,94.894,2.082
723.689,94.876,2.135
720.773,94.866,2.182
721.891,94.863,2.227
721.422,94.84,2.338
722.411,94.801,2.523
725.307,94.754,2.671
733.027,94.766,2.741
740.407,94.78,2.687
740.707,94.805,2.629
737.96,94.814,2.658
732.078,94.793,2.666
730.95,94.773,2.664
723.06,94.761,2.637
734.295,94.788,2.558
739.498,94.822,2.448
740.028,94.863,2.33
738.659,94.867,2.375
738.17,94.838,2.437
737.9,94.83,2.448
746.599,94.834,2.41
750.244,94.861,2.343
748.347,94.874,2.326
742.015,94.852,2.448
738.01,94.81,2.483
730.58,94.805,2.539
730.42,94.794,2.588
730.959,94.788,2.549
723.12,94.796,2.526
729.411,94.812,2.585
725.007,94.801,2.539
729.661,94.815,2.5
731.269,94.838,2.46
731.349,94.843,2.498
731.139,94.825,2.571
726.705,94.807,2.576
729.721,94.809,2.648
729.661,94.794,2.684
731.788,94.798,2.664
724.987,94.807,2.634
727.554,94.807,2.671
727.873,94.805,2.642
724.678,94.817,2.632
723.939,94.819,2.607
725.357,94.836,2.542
725.686,94.868,2.549
728.892,94.877,2.602
738.879,94.89,2.547
732.627,94.901,2.506
729.561,94.919,2.582
729.312,94.899,2.657
729.491,94.885,2.674
730.8,94.887,2.61
730.33,94.887,2.582
730.181,94.901,2.529
729.771,94.918,2.5
729.811,94.922,2.428
726.505,94.923,2.457
731.539,94.916,2.553
729.372,94.893,2.51
728.263,94.904,2.483
723.359,94.917,2.565
723.419,94.9,2.637
727.484,94.891,2.651
730.59,94.908,2.584
726.206,94.928,2.539
722.95,94.908,2.599
732.368,94.906,2.642
727.354,94.915,2.616
727.684,94.925,2.672
727.814,94.896,2.66
726.985,94.889,2.703
728.333,94.888,2.721
728.623,94.893,2.686
728.173,94.886,2.687
729.691,94.899,2.713
739.358,94.904,2.724
736.992,94.902,2.599
737.022,94.925,2.556
727.764,94.923,2.574
736.252,94.914,2.573
730.62,94.908,2.532
730.46,94.926,2.52
729.971,94.926,2.53
737.421,94.938,2.455
729.392,94.944,2.448
730.57,94.946,2.477
729.292,94.919,2.481
737.92,94.927,2.506
732.677,94.936,2.535
733.955,94.925,2.547
733.416,94.91,2.573
733.626,94.912,2.599
731.199,94.903,2.607
728.852,94.901,2.666
731.828,94.899,2.614
731.888,94.917,2.527
731.828,94.932,2.574
731.739,94.908,2.706
731.669,94.895,2.686
722.391,94.881,2.678
722.061,94.861,2.753
729.122,94.864,2.748
725.846,94.875,2.674
726.565,94.897,2.632
724.917,94.895,2.643
726.515,94.891,2.632
716.858,94.886,2.625
723.869,94.89,2.657
718.316,94.868,2.671
713.123,94.874,2.672
712.843,94.881,2.689
719.445,94.892,2.623
718.196,94.907,2.584
716.029,94.91,2.628
714.211,94.887,2.652
714.921,94.882,2.66
715.909,94.891,2.657
705.982,94.884,2.69
702.747,94.847,2.817
708.299,94.832,2.825
707.71,94.877,2.678
719.664,94.936,2.616
714.102,94.93,2.568
709.707,94.927,2.62
709.388,94.908,2.62
709.328,94.913,2.53
711.785,94.934,2.55
721.182,94.95,2.53
721.003,94.961,2.487
716.459,94.973,2.48
721.252,94.978,2.509
717.687,94.953,2.504
718.436,94.955,2.518
719.335,94.957,2.503
718.925,94.963,2.503
719.075,94.955,2.495
719.185,94.945,2.507
718.656,94.945,2.474
718.765,94.951,2.416
719.205,94.952,2.449
720.913,94.94,2.437
729.202,94.942,2.408
728.593,94.949,2.404
719.535,94.938,2.385
719.764,94.92,2.404
722.431,94.924,2.347
723.659,94.957,2.368
726.355,94.961,2.314
733.506,94.98,2.251
729.901,94.976,2.24
728.822,94.973,2.277
722.97,94.952,2.285
723.979,94.949,2.253
725.157,94.954,2.259
723.649,94.934,2.304
722.87,94.917,2.327
717.837,94.894,2.411
721.442,94.867,2.443
721.152,94.861,2.484
719.984,94.855,2.547
721.162,94.858,2.6
719.584,94.832,2.686
716.339,94.81,2.719
716.219,94.807,2.713
716.538,94.827,2.736
709.448,94.805,2.745
709.488,94.771,2.872
713.862,94.76,2.835
713.942,94.791,2.822
713.652,94.794,2.846
713.253,94.803,2.803
713.333,94.806,2.732
713.373,94.826,2.642
715.38,94.838,2.6
720.583,94.84,2.573
722.051,94.852,2.405
721.272,94.879,2.387
721.602,94.875,2.368
720.304,94.875,2.333
719.654,94.885,2.323
721.162,94.885,2.304
720.553,94.883,2.277
720.693,94.875,2.317
720.703,94.869,2.318
720.284,94.87,2.347
720.264,94.877,2.335
721.062,94.886,2.262
719.994,94.898,2.263
708.888,94.875,2.31
712.004,94.868,2.358
722.421,94.872,2.294
723.309,94.91,2.236
722.82,94.919,2.246
722.381,94.907,2.253
722.471,94.907,2.253
725.477,94.892,2.491
729.222,94.849,2.6
736.932,94.849,2.655
738.19,94.831,2.668
735.923,94.834,2.703
727.804,94.829,2.785
730.141,94.809,2.863
740.707,94.824,2.843
738.22,94.835,2.719
736.332,94.848,2.721
747.358,94.856,2.628
750.624,94.887,2.53
752.351,94.892,2.561
754.429,94.875,2.591
753.83,94.87,2.536
749.026,94.877,2.582
749.835,94.879,2.568
749.106,94.86,2.597
748.886,94.863,2.616
749.026,94.857,2.634
749.845,94.844,2.637
753.48,94.84,2.61
759.202,94.861,2.538
758.304,94.884,2.492
757.015,94.876,2.458
765.304,94.87,2.475
763.317,94.872,2.498
765.624,94.873,2.532
766.553,94.866,2.545
766.153,94.857,2.553
759.093,94.842,2.61
753.889,94.81,2.648
761.599,94.806,2.622
761.23,94.839,2.48
761.649,94.859,2.462
761.02,94.856,2.428
760.98,94.854,2.44
761,94.862,2.439
761.15,94.857,2.497
761.29,94.837,2.535
760.9,94.827,2.57
761.08,94.829,2.555
761.869,94.824,2.495
760.73,94.823,2.44
761.08,94.841,2.431
761.31,94.849,2.379
761.25,94.853,2.31
762.328,94.86,2.292
761.859,94.857,2.326
760.391,94.838,2.448
760.131,94.813,2.599
760.371,94.777,2.695
763.896,94.758,2.843
766.133,94.743,2.874
765.055,94.736,2.932
764.985,94.731,2.977
765.075,94.731,3.002
774.382,94.749,3.002
775.611,94.773,2.883
768.34,94.793,2.774
776.55,94.805,2.742
776.999,94.807,2.719
776.939,94.823,2.635
777.249,94.831,2.507
776.15,94.822,2.512
774.243,94.817,2.558
781.723,94.82,2.516
782.312,94.837,2.498
782.102,94.844,2.484
779.256,94.821,2.565
785.008,94.811,2.518
783.71,94.828,2.42
783.46,94.849,2.378
776.33,94.854,2.298
776.48,94.858,2.259
777.009,94.849,2.234
776.64,94.86,2.214
776.649,94.865,2.253
776.869,94.87,2.217
778.038,94.871,2.233
777.738,94.887,2.271
778.387,94.886,2.278
777.289,94.885,2.294
770.338,94.865,2.306
764.995,94.852,2.404
764.416,94.84,2.465
765.644,94.832,2.494
765.294,94.842,2.498
765.764,94.832,2.5
759.832,94.807,2.478
753.879,94.793,2.516
752.661,94.776,2.622
753.66,94.779,2.658
754.588,94.79,2.7
754.968,94.785,2.788
752.072,94.773,2.802
745.021,94.759,2.852
741.845,94.742,2.948
742.544,94.722,2.945
743.523,94.721,2.91
735.504,94.731,2.889
733.926,94.716,2.964
735.054,94.695,3.043
733.806,94.695,3.038
729.571,94.706,3.098
728.683,94.712,3.078
729.461,94.708,3.078
729.581,94.735,3
730.52,94.741,2.973
735.094,94.757,2.904
744.552,94.794,2.825
743.663,94.831,2.761
739.398,94.83,2.744
745.98,94.811,2.727
744.662,94.825,2.71
735.743,94.819,2.719
733.037,94.804,2.771
732.897,94.798,2.758
734.235,94.818,2.759
734.565,94.83,2.706
737.301,94.837,2.607
741.536,94.852,2.536
740.647,94.878,2.582
740.767,94.86,2.664
740.717,94.833,2.713
739.838,94.808,2.767
740.916,94.782,2.841
741.915,94.776,2.849
739.738,94.783,2.826
740.127,94.789,2.805
740.856,94.808,2.779
740.777,94.817,2.765
741.396,94.825,2.753
748.047,94.836,2.715
748.237,94.837,2.692
749.245,94.836,2.742
747.328,94.808,2.713
759.602,94.811,2.765
756.116,94.809,2.707
767.252,94.828,2.693
768.151,94.83,2.643
766.443,94.825,2.687
771.296,94.812,2.704
772.365,94.809,2.645
765.244,94.811,2.715
765.105,94.792,2.748
765.374,94.776,2.782
764.975,94.771,2.784
767.422,94.782,2.802
776.43,94.797,2.741
777.279,94.814,2.639
777.398,94.814,2.639
789.962,94.869,2.404
791.19,94.914,2.417
789.503,94.888,2.483
778.867,94.845,2.516
788.524,94.851,2.567
790.631,94.859,2.451
799.679,94.896,2.394
797.063,94.906,2.367
792.868,94.902,2.367
782.921,94.865,2.504
779.236,94.819,2.616
776.959,94.785,2.712
778.177,94.783,2.751
779.735,94.799,2.713
779.745,94.812,2.73
779.466,94.816,2.733
785.697,94.822,2.73
795.145,94.847,2.605
798.381,94.875,2.55
792.349,94.887,2.645
791.969,94.862,2.64
781.313,94.833,2.637
773.963,94.834,2.7
776.43,94.818,2.744
781.583,94.815,2.687
791.76,94.854,2.527
793.647,94.902,2.451
796.054,94.916,2.388
793.368,94.904,2.396
796.244,94.904,2.402
796.473,94.901,2.446
796.453,94.885,2.433
808.757,94.885,2.408
812.233,94.894,2.301
805.202,94.903,2.361
803.524,94.888,2.356
806.6,94.878,2.372
799.919,94.878,2.399
804.383,94.89,2.397
808.448,94.887,2.33
818.614,94.922,2.156
825.825,94.971,2.069
838.728,95.004,1.95
840.096,94.999,1.885
838.069,94.985,1.874
837.589,94.969,1.906
839.037,94.946,1.892
845.828,94.948,1.866
832.396,94.938,1.996
811.653,94.873,2.198
798.681,94.797,2.35
795.674,94.778,2.333
792.619,94.799,2.24
788.214,94.831,2.21
789.712,94.841,2.138
785.768,94.849,2.086
784.299,94.854,2.109
783.73,94.844,2.118
781.313,94.841,2.132
776.999,94.839,2.224
779.396,94.831,2.394
783.271,94.815,2.544
772.365,94.798,2.53
768.041,94.814,2.637
761.899,94.791,2.738
754.369,94.753,2.759
749.206,94.757,2.852
743.883,94.749,2.916
748.906,94.751,2.811
749.106,94.778,2.735
743.333,94.808,2.762
746.679,94.81,2.782
745.141,94.797,2.799
755.188,94.804,2.834
751.702,94.796,2.86
749.156,94.792,2.857
751.592,94.775,2.918
756.296,94.78,2.87
767.442,94.811,2.788
767.701,94.851,2.759
771.506,94.863,2.78
775.131,94.853,2.741
774.343,94.851,2.713
771.676,94.841,2.71
780.355,94.859,2.715
775.022,94.855,2.66
778.617,94.881,2.666
777.438,94.882,2.578
771.217,94.87,2.602
770.358,94.862,2.608
766.253,94.847,2.646
778.247,94.86,2.57
774.293,94.875,2.507
777.119,94.896,2.458
777.388,94.888,2.413
775.551,94.889,2.423
772.914,94.878,2.494
769.818,94.857,2.53
762.388,94.844,2.564
759.951,94.824,2.608
766.972,94.833,2.561
768.97,94.847,2.57
775.321,94.848,2.567
771.776,94.841,2.594
778.467,94.84,2.648
779.516,94.835,2.703
781.603,94.822,2.721
782.242,94.821,2.724
792.349,94.843,2.744
794.865,94.859,2.7
800.059,94.868,2.637
802.595,94.872,2.651
796.204,94.851,2.681
795.874,94.843,2.706
796.364,94.84,2.648
800.758,94.87,2.555
794.436,94.878,2.568
803.185,94.884,2.53
805.591,94.917,2.422
806.53,94.935,2.251
805.362,94.935,2.217
801.407,94.944,2.199
802.825,94.947,2.246
802.476,94.932,2.387
800.538,94.904,2.44
798.181,94.893,2.509
792.868,94.87,2.616
791.74,94.839,2.75
784.299,94.786,2.802
792.009,94.785,2.918
789.273,94.768,2.898
791.939,94.801,2.887
791.919,94.814,3.002
791.48,94.796,3.038
799.37,94.8,3.054
811.254,94.811,2.973
822.779,94.841,2.849
820.762,94.876,2.71
824.017,94.904,2.596
817.815,94.896,2.542
819.843,94.882,2.484
809.496,94.884,2.492
808.308,94.887,2.362
812.113,94.914,2.312
817.506,94.938,2.272
818.914,94.953,2.254
817.855,94.942,2.327
814.24,94.928,2.385
812.233,94.922,2.404
811.294,94.908,2.42
811.673,94.907,2.358
811.913,94.928,2.364
813.281,94.932,2.384
824.327,94.936,2.35
826.454,94.955,2.338
822.719,94.95,2.362
822.05,94.919,2.474
827.802,94.901,2.463
833.505,94.919,2.362
828.042,94.926,2.393
828.202,94.923,2.387
828.012,94.894,2.428
822.409,94.867,2.474
826.264,94.864,2.501
834.374,94.865,2.426
828.751,94.897,2.463
831.038,94.891,2.507
824.237,94.875,2.509
825.345,94.885,2.466
823.498,94.88,2.443
835.522,94.894,2.37
827.153,94.903,2.317
826.184,94.902,2.307
824.317,94.89,2.303
824.836,94.885,2.289
824.996,94.889,2.265
824.946,94.895,2.253
825.435,94.911,2.292
834.703,94.923,2.314
833.035,94.927,2.243
833.225,94.938,2.114
825.875,94.932,2.179
825.106,94.915,2.216
832.386,94.913,2.199
836.621,94.946,2.135
829.59,94.962,2.167
824.666,94.936,2.28
826.903,94.92,2.327
822.829,94.903,2.283
831.228,94.92,2.309
825.905,94.915,2.3
823.059,94.928,2.213
814.979,94.926,2.17
822.05,94.932,2.195
815.249,94.923,2.175
823.787,94.941,2.195
811.893,94.933,2.167
811.454,94.927,2.153
812.093,94.941,2.213
804.972,94.934,2.149
811.044,94.947,2.124
812.652,94.949,2.091
811.404,94.956,2.123
820.322,94.965,2.085
820.302,94.985,2.12
823.048,94.997,2.057
822.999,94.989,2.04
823.967,95.006,2.034
824.836,94.986,2.031
825.565,94.98,2.106
834.613,94.984,2.169
826.194,94.989,2.253
821.011,94.982,2.205
