d1_1,d1_2,d1_3
603.547,94.696,3.83
605.075,94.708,3.824
601.04,94.718,3.733
602.938,94.717,3.707
599.313,94.675,3.765
598.653,94.704,3.723
589.136,94.668,3.736
588.207,94.64,3.818
589.875,94.648,3.801
601.929,94.721,3.757
598.653,94.777,3.601
591.722,94.792,3.484
601.37,94.788,3.487
597.325,94.783,3.452
608.75,94.771,3.54
600.022,94.729,3.582
605.145,94.699,3.63
605.265,94.682,3.705
593.87,94.684,3.673
592.302,94.671,3.777
583.044,94.623,3.801
587.518,94.628,3.835
582.574,94.611,3.836
575.004,94.597,3.804
575.244,94.609,3.882
577.152,94.643,3.838
576.912,94.649,3.838
577.062,94.656,3.803
582.275,94.689,3.781
581.206,94.658,3.82
581.356,94.655,3.792
582.974,94.669,3.777
575.803,94.631,3.83
584.432,94.656,3.853
580.148,94.633,3.92
572.298,94.622,3.87
562.331,94.564,3.919
569.232,94.571,3.983
565.048,94.6,3.914
574.175,94.687,3.841
571.779,94.731,3.662
566.556,94.683,3.684
555.34,94.62,3.737
564.588,94.663,3.743
563.53,94.699,3.641
568.423,94.716,3.647
563.639,94.708,3.609
572.048,94.692,3.652
568.713,94.662,3.681
568.972,94.65,3.742
563.819,94.617,3.754
565.147,94.605,3.861
565.028,94.635,3.858
565.087,94.635,3.904
565.317,94.614,3.96
564.908,94.628,3.952
568.543,94.649,3.94
575.634,94.688,3.908
568.044,94.647,3.884
573.117,94.649,3.961
571.149,94.682,3.919
564.628,94.683,3.853
567.984,94.67,3.878
572.997,94.664,3.897
570.82,94.653,3.893
568.233,94.687,3.887
569.831,94.685,3.865
569.632,94.69,3.801
565.747,94.693,3.769
575.813,94.737,3.821
569.931,94.745,3.754
565.687,94.717,3.716
578.05,94.757,3.742
573.566,94.77,3.624
573.616,94.779,3.611
581.346,94.812,3.601
574.835,94.806,3.572
571.938,94.786,3.586
579.818,94.771,3.6
573.347,94.782,3.601
575.664,94.803,3.566
583.943,94.807,3.56
586.469,94.838,3.536
582.245,94.816,3.554
576.433,94.77,3.63
576.932,94.749,3.664
576.562,94.725,3.734
575.464,94.721,3.752
580.028,94.726,3.73
580.247,94.767,3.647
576.712,94.766,3.621
576.592,94.758,3.676
577.401,94.743,3.792
575.983,94.719,3.835
579.478,94.734,3.855
580.827,94.755,3.868
581.236,94.739,3.899
581.047,94.741,3.841
577.152,94.73,3.858
586.359,94.757,3.876
588.607,94.786,3.815
581.017,94.757,3.791
591.333,94.786,3.794
583.453,94.783,3.752
584.452,94.796,3.723
589.835,94.819,3.673
583.274,94.816,3.638
588.906,94.836,3.633
593.6,94.861,3.542
591.762,94.867,3.472
589.196,94.866,3.418
585.66,94.846,3.444
583.743,94.816,3.421
587.019,94.853,3.411
589.236,94.916,3.301
586.35,94.888,3.342
581.206,94.83,3.464
576.363,94.792,3.554
575.164,94.788,3.633
583.553,94.85,3.743
585.361,94.882,3.716
582.604,94.863,3.748
583.034,94.864,3.858
577.611,94.859,3.934
578.899,94.862,4.012
581.905,94.901,4.052
580.008,94.908,4.016
573.047,94.878,3.981
576.333,94.827,4.01
583.353,94.859,4.018
590.544,94.898,3.882
588.646,94.899,3.781
590.274,94.859,3.817
590.025,94.851,3.791
583.124,94.841,3.745
579.159,94.789,3.818
582.205,94.768,3.849
585.521,94.795,3.794
583.703,94.811,3.675
590.644,94.838,3.629
582.215,94.831,3.571
589.346,94.826,3.623
587.788,94.843,3.572
582.994,94.822,3.54
588.397,94.788,3.617
590.404,94.82,3.595
583.553,94.804,3.508
580.787,94.78,3.546
581.895,94.733,3.612
588.257,94.751,3.588
585.581,94.793,3.501
586.849,94.762,3.525
584.732,94.763,3.595
586.889,94.75,3.632
593.86,94.765,3.699
594.459,94.796,3.626
590.284,94.77,3.64
592.102,94.747,3.784
588.457,94.735,3.789
579.129,94.679,3.852
587.029,94.693,3.914
585.74,94.709,3.879
580.417,94.734,3.821
578.61,94.727,3.853
569.282,94.699,3.865
578.799,94.699,3.902
581.646,94.74,3.846
581.156,94.75,3.823
582.744,94.76,3.727
574.705,94.741,3.685
581.666,94.752,3.727
582.025,94.744,3.707
579.279,94.761,3.67
578.15,94.763,3.658
585.361,94.789,3.633
587.967,94.833,3.568
578.39,94.821,3.517
579.359,94.802,3.577
585.59,94.838,3.55
582.575,94.865,3.429
582.874,94.861,3.496
584.402,94.816,3.612
578.859,94.767,3.69
578.08,94.733,3.76
572.947,94.711,3.749
574.775,94.726,3.746
588.377,94.784,3.754
583.164,94.8,3.646
581.985,94.765,3.728
573.137,94.684,3.861
579.109,94.648,4.012
584.702,94.673,4.009
579.519,94.719,3.917
583.843,94.733,4
577.711,94.696,4.003
582.664,94.692,4.026
581.776,94.698,4.033
575.294,94.695,4.09
577.531,94.669,4.123
574.016,94.667,4.109
578.979,94.683,4.149
584.961,94.702,4.113
581.286,94.753,3.942
577.531,94.762,3.894
586.559,94.791,3.847
585.261,94.811,3.766
583.154,94.84,3.71
582.435,94.798,3.717
588.676,94.82,3.655
583.393,94.834,3.527
583.074,94.804,3.565
583.124,94.783,3.6
589.585,94.785,3.659
591.073,94.788,3.661
584.362,94.766,3.687
582.574,94.715,3.823
582.864,94.688,3.888
585.201,94.721,3.856
596.756,94.766,3.841
586.419,94.746,3.8
579.059,94.706,3.887
583.264,94.675,4.021
584.462,94.647,4.064
583.533,94.696,3.974
579.598,94.682,3.936
587.818,94.689,3.968
582.115,94.712,3.882
591.772,94.747,3.904
587.039,94.757,3.807
587.847,94.76,3.827
586.04,94.749,3.83
598.713,94.783,3.826
599.762,94.808,3.745
594.748,94.791,3.742
590.504,94.738,3.838
595.378,94.703,3.894
590.784,94.721,3.878
594.339,94.753,3.85
599.792,94.802,3.824
599.542,94.833,3.739
595.627,94.832,3.734
602.209,94.828,3.723
594.689,94.831,3.659
593.211,94.807,3.707
603.397,94.816,3.673
599.612,94.852,3.562
596.047,94.828,3.569
595.388,94.787,3.565
602.698,94.857,3.504
599.013,94.876,3.376
600.111,94.904,3.315
599.822,94.893,3.266
599.762,94.871,3.247
597.505,94.863,3.234
594.379,94.846,3.253
600.591,94.803,3.391
600.351,94.773,3.548
607.582,94.77,3.694
601.46,94.745,3.659
608.111,94.711,3.826
602.908,94.668,3.878
607.052,94.66,3.94
607.861,94.64,4.009
604.725,94.64,4.048
607.052,94.669,3.965
601.16,94.687,3.908
605.245,94.705,3.85
614.373,94.747,3.817
615.781,94.791,3.755
615.801,94.821,3.731
612.335,94.833,3.614
611.896,94.847,3.524
608.94,94.847,3.434
609.1,94.866,3.354
613.094,94.897,3.299
621.743,94.869,3.391
624.359,94.862,3.34
624.629,94.836,3.386
630.821,94.842,3.377
633.378,94.826,3.385
628.634,94.799,3.44
619.646,94.762,3.574
616.31,94.724,3.716
608.54,94.706,3.769
619.905,94.758,3.736
619.436,94.82,3.546
606.873,94.789,3.583
601.17,94.717,3.705
604.146,94.705,3.676
605.764,94.723,3.643
607.372,94.678,3.812
603.677,94.619,3.934
613.304,94.671,3.96
614.243,94.714,3.861
607.861,94.707,3.879
607.192,94.704,3.876
606.163,94.684,3.842
615.671,94.743,3.807
609.519,94.774,3.704
612.945,94.783,3.711
609.988,94.765,3.67
614.383,94.791,3.652
604.476,94.776,3.621
613.933,94.759,3.725
607.162,94.758,3.617
602.388,94.763,3.624
610.757,94.792,3.614
602.179,94.793,3.505
600.811,94.784,3.568
604.665,94.786,3.557
606.932,94.788,3.531
603.137,94.808,3.467
596.117,94.766,3.498
606.084,94.757,3.51
597.555,94.778,3.414
594.119,94.786,3.43
588.387,94.736,3.463
586.06,94.712,3.502
592.402,94.722,3.513
594.928,94.725,3.482
590.184,94.721,3.383
599.792,94.726,3.437
594.429,94.724,3.409
598.883,94.714,3.47
591.243,94.688,3.45
596.526,94.678,3.548
588.567,94.657,3.542
597.984,94.699,3.546
599.402,94.731,3.478
592.751,94.708,3.488
588.127,94.677,3.533
581.406,94.659,3.53
586.569,94.678,3.557
584.792,94.683,3.54
578.909,94.641,3.572
583.573,94.622,3.667
578.929,94.633,3.542
577.681,94.661,3.559
578.02,94.666,3.559
579.648,94.672,3.54
572.098,94.645,3.511
582.375,94.661,3.539
573.636,94.674,3.472
574.415,94.653,3.542
581.775,94.659,3.63
573.197,94.694,3.507
582.275,94.698,3.588
587.987,94.697,3.586
588.646,94.699,3.586
575.454,94.637,3.728
570.301,94.573,3.78
577.621,94.633,3.788
571.12,94.647,3.734
577.072,94.639,3.829
576.093,94.623,3.797
583.214,94.66,3.827
572.458,94.637,3.844
569.482,94.619,3.846
573.576,94.621,3.846
578.769,94.682,3.698
588.147,94.75,3.554
585.99,94.738,3.511
585.461,94.707,3.524
583.244,94.709,3.524
580.587,94.693,3.533
573.237,94.633,3.595
583.094,94.682,3.577
582.794,94.736,3.475
575.534,94.724,3.456
582.305,94.704,3.452
581.905,94.689,3.485
583.673,94.709,3.443
582.954,94.696,3.459
574.475,94.652,3.496
579.149,94.63,3.598
569.901,94.616,3.553
568.423,94.612,3.562
580.557,94.656,3.569
578.73,94.701,3.508
575.364,94.695,3.459
575.524,94.666,3.51
588.057,94.688,3.495
584.901,94.703,3.43
585.401,94.665,3.414
594.499,94.659,3.475
594.689,94.665,3.501
590.754,94.644,3.658
591.772,94.577,3.879
592.122,94.552,3.965
588.856,94.578,3.955
588.227,94.575,3.98
595.218,94.606,3.963
591.233,94.623,3.852
599.972,94.65,3.861
601.779,94.675,3.745
597.105,94.661,3.719
597.465,94.626,3.766
595.627,94.623,3.769
601.829,94.645,3.727
595.338,94.628,3.73
603.028,94.64,3.708
597.814,94.671,3.614
605.265,94.704,3.646
600.651,94.691,3.531
609.329,94.711,3.517
604.056,94.707,3.391
598.663,94.677,3.409
597.035,94.671,3.438
599.562,94.645,3.475
603.886,94.653,3.417
596.596,94.653,3.356
606.014,94.654,3.359
597.475,94.641,3.296
603.287,94.674,3.266
599.213,94.653,3.286
601.579,94.645,3.391
601.39,94.645,3.424
601.47,94.676,3.398
592.482,94.674,3.365
600.231,94.658,3.525
593.959,94.647,3.394
603.697,94.664,3.449
597.475,94.632,3.455
599.023,94.613,3.516
592.322,94.603,3.464
596.846,94.639,3.504
595.687,94.638,3.513
594.329,94.645,3.499
593.24,94.619,3.542
600.86,94.623,3.585
597.994,94.627,3.478
606.293,94.613,3.667
608.241,94.571,3.745
597.016,94.617,3.644
596.007,94.64,3.554
586.33,94.503,3.708
576.822,94.295,4.171
568.583,94.111,4.47
568.543,94.115,4.645
567.454,94.238,4.52
571.369,94.421,4.148
575.294,94.547,3.894
577.511,94.603,3.661
585.451,94.702,3.298
582.215,94.723,3.148
578.58,94.724,3.051
573.297,94.72,2.938
571.739,94.731,2.944
575.853,94.703,2.965
576.083,94.701,2.874
579.558,94.723,2.832
584.292,94.781,2.68
591.343,94.835,2.555
592.791,94.857,2.529
605.315,94.833,2.594
600.93,94.801,2.765
605.005,94.727,3.072
603.217,94.676,3.257
601.18,94.617,3.444
592.142,94.543,3.658
587.758,94.489,3.875
576.932,94.406,4.07
566.605,94.341,4.18
568.753,94.359,4.219
567.864,94.378,4.189
560.543,94.423,4.097
555.5,94.465,3.958
556.628,94.466,3.894
560.723,94.504,3.876
561.762,94.566,3.669
558.097,94.574,3.592
567.974,94.61,3.522
565.127,94.609,3.453
563.879,94.626,3.432
568.573,94.607,3.54
569.382,94.568,3.635
557.927,94.509,3.652
562.631,94.473,3.751
552.644,94.479,3.841
555.57,94.513,3.861
565.077,94.56,3.862
561.432,94.545,3.74
568.004,94.573,3.771
559.155,94.571,3.678
559.565,94.568,3.71
560.124,94.51,3.833
569.601,94.524,3.907
574.605,94.585,3.879
577.751,94.62,3.801
571.719,94.612,3.809
570.94,94.605,3.827
565.916,94.544,3.865
559.335,94.546,3.852
560.673,94.476,4.016
560.034,94.496,3.925
557.428,94.535,3.849
552.963,94.533,3.76
563.16,94.584,3.763
554.831,94.601,3.624
551.855,94.637,3.626
560.184,94.619,3.678
563.12,94.655,3.598
555.061,94.651,3.566
552.943,94.566,3.722
555.2,94.514,3.82
554.501,94.543,3.821
554.431,94.568,3.806
552.334,94.592,3.727
556.109,94.592,3.766
554.401,94.569,3.803
560.563,94.6,3.809
553.692,94.564,3.784
563.41,94.606,3.722
562.681,94.608,3.691
559.405,94.608,3.617
553.802,94.588,3.679
555.84,94.552,3.815
556.089,94.52,3.861
554.531,94.557,3.798
552.404,94.584,3.675
552.374,94.606,3.629
552.873,94.624,3.598
555.16,94.641,3.577
555.88,94.634,3.536
556.409,94.645,3.531
551.825,94.621,3.562
551.995,94.612,3.606
553.353,94.571,3.704
551.635,94.576,3.708
556.199,94.593,3.73
566.126,94.616,3.775
558.007,94.608,3.714
560.024,94.596,3.694
561.003,94.577,3.717
571.549,94.61,3.745
565.717,94.605,3.716
561.033,94.606,3.678
560.004,94.589,3.722
560.434,94.569,3.754
560.533,94.556,3.797
555.79,94.525,3.786
565.257,94.599,3.751
566.615,94.607,3.717
567.334,94.655,3.656
561.772,94.632,3.659
564.708,94.617,3.74
562.161,94.558,3.85
561.722,94.558,3.873
563.639,94.548,3.945
563.779,94.524,3.917
568.483,94.506,4.056
560.723,94.521,3.969
567.245,94.532,4.088
559.904,94.478,4.128
563.05,94.492,4.111
556.509,94.501,4.016
553.662,94.503,3.986
561.752,94.511,3.998
554.441,94.503,3.995
564.868,94.562,3.972
560.404,94.576,3.91
560.843,94.612,3.827
558.276,94.6,3.817
566.486,94.617,3.836
563.31,94.621,3.748
557.308,94.611,3.698
566.216,94.589,3.827
560.943,94.534,3.868
570.72,94.548,3.914
565.757,94.513,4.001
563.13,94.514,3.981
561.632,94.485,4.045
561.282,94.483,4.152
554.002,94.469,4.074
556.309,94.452,4.189
566.885,94.478,4.19
568.902,94.53,4.105
577.741,94.581,3.998
569.861,94.571,3.87
566.476,94.548,3.879
565.237,94.504,3.986
563.1,94.509,3.998
564.788,94.511,3.99
561.652,94.528,3.949
557.767,94.552,3.833
560.763,94.529,3.853
565.966,94.531,3.82
565.387,94.509,3.894
568.922,94.516,3.858
562.761,94.49,3.842
569.542,94.527,3.9
562.93,94.518,3.907
555.79,94.503,3.87
563.899,94.491,3.884
559.055,94.476,3.852
566.326,94.518,3.846
561.662,94.494,3.902
569.941,94.508,3.955
562.012,94.478,3.932
558.486,94.484,3.881
554.771,94.439,3.949
563.729,94.454,3.961
559.685,94.471,3.943
559.575,94.487,3.925
559.695,94.508,3.9
554.272,94.49,3.844
558.386,94.508,3.844
565.417,94.512,3.917
567.314,94.52,3.922
565.777,94.518,3.91
565.117,94.521,3.907
559.824,94.473,3.948
560.164,94.479,3.998
553.503,94.436,4.07
561.133,94.475,4.021
554.202,94.448,4.071
556.289,94.471,4.047
553.952,94.46,4.013
563.849,94.52,3.969
561.872,94.515,3.992
558.057,94.503,3.942
565.936,94.506,4.001
561.802,94.509,3.952
565.537,94.533,3.862
566.146,94.556,3.864
559.605,94.497,3.975
563.699,94.459,4.094
567.085,94.466,4.135
574.715,94.517,4.077
581.616,94.576,3.974
579.159,94.614,3.807
578.65,94.618,3.707
576.552,94.619,3.708
574.675,94.595,3.702
573.946,94.566,3.672
568.383,94.556,3.714
574.775,94.591,3.669
572.268,94.614,3.679
581.316,94.665,3.577
582.584,94.658,3.554
591.842,94.674,3.545
593.65,94.689,3.551
590.754,94.674,3.508
594.489,94.666,3.507
593.69,94.627,3.569
599.133,94.619,3.626
586.569,94.596,3.575
592.551,94.608,3.604
585.091,94.548,3.662
581.975,94.498,3.676
590.933,94.47,3.838
579.259,94.461,3.853
585.121,94.479,3.957
584.412,94.456,4.053
588.267,94.501,3.995
592.002,94.478,4.041
589.346,94.48,4.009
583.733,94.465,4.045
582.525,94.461,4.119
582.515,94.459,4.093
581.646,94.444,4.146
580.048,94.463,4.108
573.506,94.47,4.071
578.889,94.472,4.071
573.466,94.453,4.041
581.636,94.487,4.023
581.456,94.506,3.942
589.465,94.558,3.932
586.719,94.53,3.907
581.805,94.468,4.026
590.474,94.465,4.073
585.221,94.484,4.052
592.781,94.539,4.001
586.489,94.496,4.059
587.568,94.514,4.073
581.486,94.472,4.044
588.227,94.472,4.059
586.709,94.476,4.053
582.375,94.494,3.951
583.174,94.458,4.023
578.53,94.436,4.061
586.27,94.47,4.055
589.336,94.492,4.021
589.515,94.534,3.939
590.694,94.508,3.934
588.497,94.481,4.007
594.279,94.495,3.974
593.7,94.496,3.968
587.448,94.503,3.881
586.459,94.489,3.957
596.296,94.49,4.052
597.685,94.499,4.024
593.52,94.536,3.931
593.969,94.518,3.916
594.649,94.478,3.969
593.58,94.522,3.856
590.344,94.517,3.835
588.477,94.484,3.888
592.481,94.462,3.987
591.343,94.456,3.98
591.113,94.502,3.94
589.715,94.523,3.862
590.434,94.539,3.855
591.872,94.539,3.862
584.602,94.509,3.85
592.771,94.517,3.881
593.89,94.514,3.896
593.44,94.53,3.913
603.397,94.54,3.931
599.053,94.536,3.875
601.869,94.538,3.931
604.596,94.523,3.911
599.862,94.478,4.003
602.538,94.489,3.971
594.918,94.455,4.039
602.658,94.478,4.006
609.689,94.495,3.998
609.998,94.519,3.917
605.325,94.557,3.835
600.091,94.523,3.925
598.993,94.505,3.946
590.135,94.436,3.987
597.685,94.45,4.056
608.57,94.501,4.023
609.01,94.541,3.961
602.239,94.547,3.855
601.06,94.5,3.917
598.963,94.455,3.99
606.223,94.501,3.995
602.269,94.51,3.977
599.303,94.52,3.876
591.343,94.461,3.966
600.92,94.472,4.05
596.197,94.477,4.006
606.813,94.512,3.998
599.133,94.495,3.929
604.496,94.489,3.981
597.755,94.434,4.015
597.914,94.444,4.026
599.432,94.446,4.065
600.121,94.448,4.113
606.223,94.471,4.105
607.142,94.461,4.131
614.283,94.508,4.058
615.022,94.536,3.963
615.911,94.559,3.934
608.071,94.568,3.847
606.283,94.511,3.986
600.751,94.448,4.106
606.623,94.464,4.102
603.647,94.478,4.024
607.182,94.558,3.87
601.32,94.547,3.873
603.397,94.54,3.859
608.66,94.548,3.838
603.627,94.568,3.772
602.438,94.575,3.748
601.24,94.552,3.775
597.085,94.55,3.752
603.257,94.576,3.734
602.678,94.611,3.58
604.336,94.628,3.563
598.703,94.588,3.571
606.853,94.605,3.513
609.739,94.588,3.562
620.225,94.606,3.58
627.835,94.639,3.56
617.788,94.642,3.501
607.871,94.576,3.633
602.578,94.528,3.684
597.735,94.443,3.833
601.869,94.471,3.823
604.605,94.544,3.647
601.41,94.559,3.601
608.72,94.62,3.424
614.622,94.644,3.403
608.001,94.662,3.342
616.47,94.706,3.25
622.762,94.704,3.328
616.849,94.696,3.302
623.121,94.69,3.255
622.931,94.661,3.325
623.641,94.699,3.255
616.57,94.697,3.22
612.375,94.66,3.33
622.312,94.675,3.34
613.983,94.681,3.255
624.659,94.72,3.189
624.649,94.728,3.17
624.469,94.743,3.128
617.389,94.681,3.238
619.166,94.629,3.441
619.256,94.605,3.557
616.77,94.582,3.612
617.708,94.571,3.636
616.879,94.566,3.629
609.899,94.554,3.67
611.626,94.569,3.606
612.805,94.58,3.638
620.764,94.647,3.434
615.751,94.623,3.414
619.726,94.634,3.461
611.866,94.6,3.453
618.597,94.565,3.615
612.905,94.524,3.722
622.352,94.537,3.842
619.536,94.53,3.871
614.872,94.526,3.849
621.933,94.54,3.896
618.507,94.577,3.797
620.085,94.594,3.743
612.565,94.59,3.665
613.514,94.577,3.708
606.613,94.534,3.786
619.756,94.571,3.774
611.946,94.563,3.696
613.234,94.571,3.707
616.03,94.547,3.775
618.817,94.583,3.722
616.71,94.62,3.623
623.471,94.607,3.609
625.858,94.734,3.325
634.346,94.867,2.95
643.914,94.856,2.97
644.213,94.781,3.15
656.178,94.69,3.379
667.023,94.668,3.531
681.654,94.695,3.559
691.262,94.715,3.453
696.245,94.669,3.473
694.837,94.598,3.617
698.982,94.561,3.755
702.107,94.576,3.778
704.784,94.585,3.813
711.145,94.665,3.691
716.189,94.78,3.423
718.626,94.838,3.159
728.383,94.883,2.912
732.547,94.912,2.79
736.542,94.919,2.661
746.13,94.886,2.735
758.573,94.857,2.768
758.194,94.836,2.741
759.552,94.787,2.776
765.534,94.77,2.863
777.299,94.818,2.7
775.811,94.824,2.585
786.986,94.798,2.562
792.099,94.789,2.61
806.45,94.825,2.532
812.183,94.811,2.46
817.006,94.786,2.46
829.36,94.759,2.529
831.997,94.734,2.617
841.484,94.754,2.524
839.637,94.752,2.512
841.994,94.78,2.426
837.15,94.774,2.324
843.402,94.735,2.381
851.142,94.732,2.442
865.952,94.731,2.452
878.546,94.723,2.443
884.478,94.737,2.375
891.159,94.741,2.378
888.303,94.711,2.332
886.635,94.681,2.362
886.625,94.686,2.436
878.635,94.64,2.516
886.765,94.627,2.568
884.917,94.648,2.555
881.651,94.685,2.375
881.881,94.715,2.199
871.545,94.741,2.059
877.407,94.733,1.992
873.972,94.719,2.071
881.032,94.725,2.141
875.24,94.735,2.152
874.761,94.741,2.076
885.137,94.731,2.086
879.684,94.726,2.054
883.509,94.729,2.047
882.291,94.703,2.147
884.787,94.688,2.233
877.557,94.674,2.254
884.638,94.67,2.274
877.267,94.675,2.259
882.51,94.684,2.185
884.697,94.689,2.129
881.082,94.693,2.068
879.315,94.69,2.03
879.844,94.676,2.057
885.676,94.675,2.045
881.771,94.684,1.972
875.579,94.675,1.975
878.755,94.649,2.051
883.459,94.648,2.083
878.586,94.633,2.079
883.799,94.625,2.155
883.359,94.648,2.121
889.361,94.661,2.066
881.212,94.656,2.118
879.454,94.637,2.19
878.076,94.625,2.237
876.548,94.628,2.196
869.627,94.619,2.164
864.204,94.592,2.199
855.975,94.56,2.288
853.868,94.547,2.341
847.387,94.551,2.455
841.225,94.553,2.451
836.97,94.544,2.41
835.053,94.529,2.43
828.651,94.554,2.329
822.439,94.562,2.253
818.894,94.532,2.315
822.739,94.522,2.375
814.17,94.529,2.338
825.385,94.54,2.367
817.795,94.544,2.344
818.564,94.572,2.292
813.201,94.55,2.297
823.618,94.546,2.343
822.329,94.55,2.315
821.441,94.502,2.507
814.68,94.503,2.559
814.53,94.476,2.69
806.89,94.441,2.806
806.63,94.479,2.829
809.506,94.563,2.69
814.11,94.54,2.82
816.317,94.458,2.994
815.488,94.447,3.095
811.514,94.477,3.07
804.673,94.497,3.076
812.243,94.518,3.092
808.158,94.529,3.08
809.896,94.57,2.921
814.37,94.592,2.774
815.329,94.595,2.648
818.544,94.61,2.536
818.195,94.634,2.43
819.513,94.635,2.343
817.905,94.629,2.248
816.857,94.655,2.166
825.685,94.679,2.065
819.843,94.628,2.079
815.668,94.581,2.138
815.968,94.56,2.294
815.898,94.555,2.298
816.857,94.556,2.257
812.253,94.549,2.269
814.789,94.558,2.274
815.458,94.567,2.237
815.858,94.574,2.274
816.138,94.571,2.277
813.821,94.547,2.283
815.828,94.524,2.286
819.074,94.479,2.347
826.234,94.448,2.449
822.499,94.44,2.451
815.858,94.408,2.498
810.775,94.362,2.599
804.922,94.331,2.77
809.087,94.35,2.828
813.631,94.346,2.89
808.837,94.381,2.851
808.627,94.417,2.887
810.994,94.433,2.956
811.803,94.452,2.944
813.751,94.477,2.869
812.113,94.503,2.777
812.023,94.515,2.762
812.972,94.53,2.666
813.072,94.527,2.726
811.654,94.493,2.802
811.424,94.451,2.954
813.501,94.423,3.055
806.97,94.43,3.069
807.099,94.465,2.973
807.499,94.494,2.837
807.729,94.518,2.837
816.108,94.572,2.75
810.205,94.579,2.626
814.24,94.619,2.462
815.139,94.619,2.466
815.438,94.622,2.433
814.62,94.608,2.37
808.987,94.583,2.44
813.062,94.565,2.487
809.097,94.562,2.547
808.018,94.552,2.622
810.255,94.525,2.69
821.451,94.537,2.686
812.712,94.556,2.645
815.578,94.539,2.634
812.722,94.506,2.684
813.94,94.505,2.7
814.44,94.494,2.706
821.431,94.504,2.698
819.673,94.508,2.78
816.247,94.511,2.773
815.928,94.488,2.851
825.855,94.495,2.921
828.851,94.52,2.915
826.304,94.536,2.912
822.519,94.548,2.776
817.855,94.526,2.773
822.19,94.546,2.645
823.478,94.56,2.547
822.01,94.585,2.416
816.038,94.596,2.327
821.141,94.572,2.455
820.801,94.548,2.463
832.077,94.537,2.484
823.568,94.528,2.536
829.25,94.529,2.509
826.464,94.501,2.556
838.029,94.513,2.588
839.677,94.538,2.61
837.17,94.558,2.518
835.622,94.556,2.524
835.951,94.537,2.503
839.417,94.503,2.555
840.665,94.488,2.588
853.249,94.522,2.475
851.202,94.53,2.42
849.693,94.59,2.301
847.816,94.578,2.248
842.313,94.54,2.294
845.938,94.496,2.419
841.884,94.477,2.526
844.97,94.467,2.487
849.134,94.443,2.567
856.355,94.479,2.57
858.372,94.517,2.465
865.283,94.537,2.401
866.332,94.537,2.274
870.736,94.548,2.22
873.902,94.543,2.179
873.273,94.548,2.126
875.3,94.539,2.185
874.88,94.522,2.201
866.511,94.499,2.234
876.408,94.466,2.285
870.666,94.441,2.37
873.572,94.479,2.289
872.374,94.452,2.312
872.953,94.448,2.298
871.974,94.466,2.233
881.342,94.466,2.246
881.142,94.464,2.251
884.098,94.478,2.225
882.55,94.48,2.228
884.967,94.485,2.198
888.263,94.476,2.205
881.522,94.468,2.202
893.766,94.448,2.23
889.791,94.436,2.269
886.895,94.457,2.217
884.208,94.438,2.227
883.189,94.429,2.251
882.221,94.447,2.213
880.972,94.462,2.155
876.199,94.412,2.272
874.571,94.404,2.266
870.516,94.409,2.298
865.992,94.405,2.274
855.366,94.384,2.312
843.072,94.341,2.405
835.432,94.333,2.436
832.246,94.333,2.51
823.638,94.343,2.524
821.62,94.372,2.487
822.779,94.415,2.452
819.164,94.445,2.372
818.594,94.431,2.349
819.243,94.415,2.426
826.074,94.427,2.407
825.435,94.429,2.401
826.374,94.495,2.259
818.544,94.5,2.239
824.307,94.478,2.489
821.64,94.44,2.704
825.925,94.401,2.928
822.659,94.381,3.098
820.202,94.365,3.112
808.368,94.362,3.121
811.544,94.393,3.051
815.608,94.437,2.961
807.878,94.487,2.756
817.256,94.51,2.562
809.756,94.484,2.614
808.248,94.496,2.518
813.101,94.506,2.426
815.069,94.493,2.433
814.27,94.489,2.339
805.202,94.46,2.43
814.21,94.436,2.564
810.835,94.416,2.666
808.228,94.443,2.596
804.223,94.447,2.605
808.498,94.489,2.521
799.669,94.489,2.455
798.061,94.474,2.491
792.339,94.462,2.489
792.199,94.441,2.506
792.608,94.407,2.645
793.807,94.41,2.684
796.633,94.44,2.622
788.933,94.436,2.579
794.087,94.455,2.532
784.849,94.44,2.571
783.001,94.418,2.668
789.293,94.395,2.82
795.015,94.437,2.785
792.389,94.488,2.593
780.784,94.467,2.581
776.35,94.401,2.742
776.859,94.348,2.947
779.176,94.345,3.179
781.843,94.388,3.243
788.104,94.411,3.215
781.433,94.478,3.047
781.393,94.504,2.904
780.215,94.524,2.881
780.095,94.573,2.701
780.794,94.569,2.629
779.775,94.535,2.677
772.275,94.504,2.661
767.801,94.464,2.7
776.38,94.435,2.835
774.442,94.458,2.831
777.478,94.505,2.735
769.319,94.483,2.784
769.149,94.486,2.747
770.108,94.452,2.817
769.159,94.474,2.811
776.5,94.508,2.774
768.86,94.535,2.669
767.212,94.534,2.617
767.102,94.518,2.632
768.67,94.509,2.666
769.079,94.511,2.697
768.46,94.506,2.715
764.635,94.5,2.762
761.559,94.486,2.793
762.448,94.477,2.814
766.822,94.494,2.832
763.147,94.517,2.793
765.504,94.509,2.803
766.523,94.515,2.82
766.363,94.542,2.819
766.183,94.55,2.809
766.413,94.548,2.812
772.225,94.532,2.846
777.748,94.532,2.874
790.361,94.576,2.774
792.948,94.611,2.671
795.714,94.635,2.495
803.045,94.634,2.465
797.442,94.643,2.367
797.782,94.62,2.382
794.146,94.563,2.507
795.005,94.552,2.568
787.086,94.547,2.597
